strike1,strike2,strike3,violation,expiration,T
658.0,659.0,660.0,-0.015000000000004121,2025-08-14,0.01643835616438356
660.0,665.0,670.0,-0.0002000000000003865,2025-08-14,0.01643835616438356
665.0,670.0,675.0,-0.0001999999999998181,2025-08-14,0.01643835616438356
670.0,675.0,680.0,-0.0002000000000001023,2025-08-14,0.01643835616438356
690.0,695.0,700.0,-0.0006000000000000227,2025-08-14,0.01643835616438356
700.0,705.0,710.0,-0.0006000000000005912,2025-08-14,0.01643835616438356
725.0,730.0,735.0,-0.002000000000001023,2025-08-14,0.01643835616438356
245.0,250.0,255.0,-0.00019999999999982255,2025-08-15,0.019178082191780823
260.0,265.0,270.0,-0.0005999999999994454,2025-08-15,0.019178082191780823
270.0,275.0,280.0,-0.009800000000002473,2025-08-15,0.019178082191780823
280.0,285.0,290.0,-0.009200000000000718,2025-08-15,0.019178082191780823
295.0,300.0,305.0,-0.0005999999999994454,2025-08-15,0.019178082191780823
310.0,315.0,320.0,-0.00019999999999982255,2025-08-15,0.019178082191780823
315.0,320.0,325.0,-0.0003999999999996229,2025-08-15,0.019178082191780823
325.0,330.0,335.0,-0.000799999999999268,2025-08-15,0.019178082191780823
350.0,355.0,360.0,-0.0003999999999996229,2025-08-15,0.019178082191780823
360.0,365.0,370.0,-0.00019999999999982255,2025-08-15,0.019178082191780823
375.0,380.0,385.0,-0.00019999999999982255,2025-08-15,0.019178082191780823
390.0,395.0,400.0,-0.0003999999999996451,2025-08-15,0.019178082191780823
395.0,400.0,405.0,-0.00019999999999980033,2025-08-15,0.019178082191780823
400.0,405.0,410.0,-0.0012000000000000454,2025-08-15,0.019178082191780823
410.0,415.0,420.0,-0.007800000000000873,2025-08-15,0.019178082191780823
425.0,427.0,428.0,-0.07666666666669168,2025-08-15,0.019178082191780823
428.0,429.0,430.0,-0.2200000000000557,2025-08-15,0.019178082191780823
430.0,431.0,432.0,-0.22000000000002728,2025-08-15,0.019178082191780823
432.0,433.0,434.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
434.0,435.0,436.0,-0.23500000000001364,2025-08-15,0.019178082191780823
436.0,437.0,438.0,-0.2300000000000182,2025-08-15,0.019178082191780823
438.0,439.0,440.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
440.0,441.0,442.0,-0.21999999999999886,2025-08-15,0.019178082191780823
442.0,443.0,444.0,-0.21000000000000796,2025-08-15,0.019178082191780823
444.0,445.0,446.0,-0.22000000000002728,2025-08-15,0.019178082191780823
446.0,447.0,448.0,-0.1349999999999909,2025-08-15,0.019178082191780823
447.0,448.0,449.0,-0.045000000000015916,2025-08-15,0.019178082191780823
448.0,449.0,450.0,-0.03000000000002956,2025-08-15,0.019178082191780823
451.0,452.0,453.0,-0.060000000000002274,2025-08-15,0.019178082191780823
454.0,455.0,456.0,-0.03500000000002501,2025-08-15,0.019178082191780823
456.0,457.0,458.0,-0.01500000000001478,2025-08-15,0.019178082191780823
459.0,460.0,461.0,-0.07999999999998408,2025-08-15,0.019178082191780823
463.0,464.0,465.0,-0.1699999999999875,2025-08-15,0.019178082191780823
465.0,466.0,467.0,-0.12000000000000455,2025-08-15,0.019178082191780823
466.0,467.0,468.0,-0.04999999999998295,2025-08-15,0.019178082191780823
471.0,472.0,473.0,-0.015000000000043201,2025-08-15,0.019178082191780823
474.0,475.0,476.0,-0.005000000000052296,2025-08-15,0.019178082191780823
477.0,478.0,479.0,-0.005000000000023874,2025-08-15,0.019178082191780823
478.0,479.0,480.0,-0.03999999999999204,2025-08-15,0.019178082191780823
480.0,481.0,482.0,-0.03999999999999204,2025-08-15,0.019178082191780823
482.0,483.0,484.0,-0.005000000000023874,2025-08-15,0.019178082191780823
484.0,485.0,486.0,-0.015000000000043201,2025-08-15,0.019178082191780823
485.0,486.0,487.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
490.0,491.0,492.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
491.0,492.0,493.0,-0.21500000000003183,2025-08-15,0.019178082191780823
493.0,494.0,495.0,-0.44500000000005,2025-08-15,0.019178082191780823
495.0,496.0,497.0,-0.21500000000003183,2025-08-15,0.019178082191780823
496.0,497.0,498.0,-0.009999999999990905,2025-08-15,0.019178082191780823
498.0,499.0,500.0,-0.22499999999999432,2025-08-15,0.019178082191780823
500.0,501.0,502.0,-0.22999999999998977,2025-08-15,0.019178082191780823
501.0,502.0,503.0,-5.684341886080802e-14,2025-08-15,0.019178082191780823
503.0,504.0,505.0,-0.07000000000005002,2025-08-15,0.019178082191780823
504.0,505.0,506.0,-0.1549999999999443,2025-08-15,0.019178082191780823
507.0,508.0,509.0,-0.44000000000002615,2025-08-15,0.019178082191780823
509.0,510.0,511.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
511.0,512.0,513.0,-0.7499999999999858,2025-08-15,0.019178082191780823
513.0,514.0,515.0,-0.5350000000000108,2025-08-15,0.019178082191780823
514.0,515.0,516.0,-0.18999999999999773,2025-08-15,0.019178082191780823
517.0,518.0,519.0,-0.20000000000001705,2025-08-15,0.019178082191780823
518.0,519.0,520.0,-0.17499999999998295,2025-08-15,0.019178082191780823
520.0,521.0,522.0,-0.4000000000000057,2025-08-15,0.019178082191780823
525.0,526.0,527.0,-0.3599999999999852,2025-08-15,0.019178082191780823
527.0,528.0,529.0,-0.01500000000002899,2025-08-15,0.019178082191780823
530.0,531.0,532.0,-0.3750000000000142,2025-08-15,0.019178082191780823
532.0,533.0,534.0,-0.41499999999999204,2025-08-15,0.019178082191780823
534.0,535.0,536.0,-0.375,2025-08-15,0.019178082191780823
538.0,539.0,540.0,-0.1950000000000074,2025-08-15,0.019178082191780823
539.0,540.0,541.0,-0.15500000000000114,2025-08-15,0.019178082191780823
541.0,542.0,543.0,-0.3450000000000131,2025-08-15,0.019178082191780823
545.0,546.0,547.0,-0.20000000000000284,2025-08-15,0.019178082191780823
547.0,548.0,549.0,-0.1799999999999926,2025-08-15,0.019178082191780823
551.0,552.0,553.0,-0.3650000000000091,2025-08-15,0.019178082191780823
554.0,555.0,556.0,-0.35499999999998977,2025-08-15,0.019178082191780823
556.0,557.0,558.0,-0.18000000000000682,2025-08-15,0.019178082191780823
557.0,558.0,559.0,-0.20000000000000284,2025-08-15,0.019178082191780823
559.0,560.0,561.0,-0.010000000000005116,2025-08-15,0.019178082191780823
563.0,564.0,565.0,-0.355000000000004,2025-08-15,0.019178082191780823
565.0,566.0,567.0,-0.015000000000000568,2025-08-15,0.019178082191780823
568.0,569.0,570.0,-0.36000000000001364,2025-08-15,0.019178082191780823
572.0,573.0,574.0,-0.36000000000001364,2025-08-15,0.019178082191780823
574.0,575.0,576.0,-0.009999999999990905,2025-08-15,0.019178082191780823
577.0,578.0,579.0,-0.36000000000000654,2025-08-15,0.019178082191780823
579.0,580.0,581.0,-0.2950000000000088,2025-08-15,0.019178082191780823
583.0,584.0,585.0,-0.06499999999999773,2025-08-15,0.019178082191780823
585.0,586.0,587.0,-0.09499999999999176,2025-08-15,0.019178082191780823
587.0,588.0,589.0,-0.09999999999999432,2025-08-15,0.019178082191780823
589.0,590.0,591.0,-0.01999999999999602,2025-08-15,0.019178082191780823
592.0,593.0,594.0,-0.0049999999999954525,2025-08-15,0.019178082191780823
594.0,595.0,596.0,-0.01999999999999602,2025-08-15,0.019178082191780823
597.0,598.0,599.0,-0.01999999999999602,2025-08-15,0.019178082191780823
600.0,601.0,602.0,-0.025000000000005684,2025-08-15,0.019178082191780823
603.0,604.0,605.0,-1.4210854715202004e-14,2025-08-15,0.019178082191780823
605.0,606.0,607.0,-3.552713678800501e-15,2025-08-15,0.019178082191780823
607.0,608.0,609.0,-0.010000000000001563,2025-08-15,0.019178082191780823
609.0,610.0,611.0,-0.010000000000005116,2025-08-15,0.019178082191780823
613.0,614.0,615.0,-0.015000000000000568,2025-08-15,0.019178082191780823
617.0,618.0,619.0,-0.004999999999999005,2025-08-15,0.019178082191780823
619.0,620.0,621.0,-0.010000000000001563,2025-08-15,0.019178082191780823
621.0,622.0,623.0,-0.015000000000000568,2025-08-15,0.019178082191780823
623.0,624.0,625.0,-0.019999999999999574,2025-08-15,0.019178082191780823
660.0,665.0,670.0,-0.023799999999999953,2025-08-15,0.019178082191780823
665.0,670.0,675.0,-0.00020000000000038655,2025-08-15,0.019178082191780823
675.0,680.0,685.0,-0.0004000000000007731,2025-08-15,0.019178082191780823
685.0,690.0,695.0,-0.0006000000000005912,2025-08-15,0.019178082191780823
695.0,700.0,705.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
705.0,710.0,715.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
715.0,720.0,725.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
720.0,725.0,730.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
730.0,735.0,740.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
735.0,740.0,745.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
750.0,755.0,760.0,-0.0006000000000005912,2025-08-15,0.019178082191780823
760.0,765.0,770.0,-0.0006000000000011596,2025-08-15,0.019178082191780823
770.0,775.0,780.0,-0.0005999999999994544,2025-08-15,0.019178082191780823
785.0,790.0,795.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
790.0,795.0,800.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
800.0,805.0,810.0,-0.0001999999999998181,2025-08-15,0.019178082191780823
810.0,815.0,820.0,-0.0020000000000027283,2025-08-15,0.019178082191780823
405.0,410.0,415.0,-0.0005999999999994454,2025-08-18,0.0273972602739726
425.0,430.0,435.0,-0.00020000000000095497,2025-08-18,0.0273972602739726
430.0,435.0,440.0,-0.0003999999999996229,2025-08-18,0.0273972602739726
440.0,445.0,450.0,-0.0009999999999990683,2025-08-18,0.0273972602739726
450.0,455.0,460.0,-0.00019999999999982255,2025-08-18,0.0273972602739726
465.0,470.0,475.0,-0.0006000000000006,2025-08-18,0.0273972602739726
480.0,485.0,490.0,-1.1324274851176596e-15,2025-08-18,0.0273972602739726
485.0,490.0,495.0,-0.0003999999999996451,2025-08-18,0.0273972602739726
495.0,500.0,505.0,-0.0003999999999996451,2025-08-18,0.0273972602739726
505.0,510.0,515.0,-0.00039999999999906777,2025-08-18,0.0273972602739726
515.0,520.0,525.0,-0.0006000000000000227,2025-08-18,0.0273972602739726
530.0,535.0,540.0,-0.00019999999999982255,2025-08-18,0.0273972602739726
535.0,540.0,545.0,-5.551115123125783e-16,2025-08-18,0.0273972602739726
545.0,550.0,555.0,-0.0004000000000007775,2025-08-18,0.0273972602739726
560.0,565.0,570.0,-0.00020000000000095497,2025-08-18,0.0273972602739726
590.0,595.0,600.0,-0.0011999999999997568,2025-08-18,0.0273972602739726
610.0,611.0,612.0,-3.552713678800501e-15,2025-08-18,0.0273972602739726
611.0,612.0,613.0,-0.004999999999999005,2025-08-18,0.0273972602739726
613.0,614.0,615.0,-0.015000000000004121,2025-08-18,0.0273972602739726
619.0,620.0,621.0,-3.552713678800501e-15,2025-08-18,0.0273972602739726
622.0,623.0,624.0,-0.005000000000004334,2025-08-18,0.0273972602739726
657.0,658.0,659.0,-0.01000000000000003,2025-08-18,0.0273972602739726
660.0,665.0,670.0,-0.02419999999999966,2025-08-18,0.0273972602739726
670.0,675.0,680.0,-0.03399999999999977,2025-08-18,0.0273972602739726
680.0,685.0,690.0,-0.00020000000000038655,2025-08-18,0.0273972602739726
695.0,700.0,705.0,-0.0001999999999998181,2025-08-18,0.0273972602739726
705.0,710.0,715.0,-0.0003999999999996362,2025-08-18,0.0273972602739726
715.0,720.0,725.0,-0.0001999999999998181,2025-08-18,0.0273972602739726
720.0,725.0,730.0,-0.0001999999999998181,2025-08-18,0.0273972602739726
400.0,405.0,410.0,-0.0003999999999996229,2025-08-19,0.030136986301369864
410.0,415.0,420.0,-0.00019999999999980033,2025-08-19,0.030136986301369864
415.0,420.0,425.0,-0.0001999999999986901,2025-08-19,0.030136986301369864
430.0,435.0,440.0,-0.0006000000000005778,2025-08-19,0.030136986301369864
445.0,450.0,455.0,-0.0005999999999994454,2025-08-19,0.030136986301369864
460.0,465.0,470.0,-0.0012000000000011557,2025-08-19,0.030136986301369864
470.0,475.0,480.0,-0.0005999999999994454,2025-08-19,0.030136986301369864
485.0,490.0,495.0,-0.0003999999999996451,2025-08-19,0.030136986301369864
495.0,500.0,505.0,-0.00019999999999980033,2025-08-19,0.030136986301369864
500.0,505.0,510.0,-0.0001999999999986901,2025-08-19,0.030136986301369864
505.0,510.0,515.0,-1.1324274851176596e-15,2025-08-19,0.030136986301369864
520.0,525.0,530.0,-1.1546319456101628e-15,2025-08-19,0.030136986301369864
525.0,530.0,535.0,-0.00039999999999906777,2025-08-19,0.030136986301369864
540.0,545.0,550.0,-0.001000000000000245,2025-08-19,0.030136986301369864
550.0,555.0,560.0,-0.0022000000000002686,2025-08-19,0.030136986301369864
560.0,565.0,570.0,-0.001399999999999868,2025-08-19,0.030136986301369864
565.0,570.0,575.0,-0.0004000000000007775,2025-08-19,0.030136986301369864
570.0,575.0,580.0,-0.0011999999999994682,2025-08-19,0.030136986301369864
580.0,585.0,590.0,-0.00020000000000037766,2025-08-19,0.030136986301369864
590.0,595.0,600.0,-0.0039999999999997815,2025-08-19,0.030136986301369864
608.0,609.0,610.0,-0.00999999999999801,2025-08-19,0.030136986301369864
612.0,613.0,614.0,-0.020000000000003126,2025-08-19,0.030136986301369864
614.0,615.0,616.0,-0.009999999999994458,2025-08-19,0.030136986301369864
620.0,621.0,622.0,-0.00999999999999801,2025-08-19,0.030136986301369864
660.0,665.0,670.0,-0.025600000000001642,2025-08-19,0.030136986301369864
665.0,670.0,675.0,-0.000999999999999801,2025-08-19,0.030136986301369864
675.0,680.0,685.0,-0.002200000000000273,2025-08-19,0.030136986301369864
695.0,700.0,705.0,-0.0004000000000007731,2025-08-19,0.030136986301369864
710.0,715.0,720.0,-0.0001999999999998181,2025-08-19,0.030136986301369864
715.0,720.0,725.0,-0.0001999999999998181,2025-08-19,0.030136986301369864
720.0,725.0,730.0,-5.684255149907003e-16,2025-08-19,0.030136986301369864
400.0,405.0,410.0,-0.0003999999999996229,2025-08-20,0.03287671232876712
420.0,425.0,430.0,-0.0006000000000006,2025-08-20,0.03287671232876712
430.0,435.0,440.0,-0.0001999999999986901,2025-08-20,0.03287671232876712
440.0,445.0,450.0,-0.0003999999999996451,2025-08-20,0.03287671232876712
450.0,455.0,460.0,-0.00019999999999980033,2025-08-20,0.03287671232876712
465.0,470.0,475.0,-0.00019999999999982255,2025-08-20,0.03287671232876712
470.0,475.0,480.0,-1.1324274851176596e-15,2025-08-20,0.03287671232876712
485.0,490.0,495.0,-0.0007999999999992458,2025-08-20,0.03287671232876712
495.0,500.0,505.0,-0.0003999999999996229,2025-08-20,0.03287671232876712
510.0,515.0,520.0,-0.0003999999999996451,2025-08-20,0.03287671232876712
520.0,525.0,530.0,-0.0006000000000005778,2025-08-20,0.03287671232876712
530.0,535.0,540.0,-0.0001999999999986679,2025-08-20,0.03287671232876712
535.0,540.0,545.0,-0.0010000000000008225,2025-08-20,0.03287671232876712
545.0,550.0,555.0,-0.001400000000000423,2025-08-20,0.03287671232876712
555.0,560.0,565.0,-0.0006000000000005778,2025-08-20,0.03287671232876712
570.0,575.0,580.0,-0.0019999999999998686,2025-08-20,0.03287671232876712
585.0,590.0,595.0,-0.002000000000000446,2025-08-20,0.03287671232876712
595.0,600.0,605.0,-0.0016000000000002458,2025-08-20,0.03287671232876712
608.0,609.0,610.0,-0.009999999999994458,2025-08-20,0.03287671232876712
611.0,612.0,613.0,-3.552713678800501e-15,2025-08-20,0.03287671232876712
615.0,616.0,617.0,-0.010000000000005116,2025-08-20,0.03287671232876712
618.0,619.0,620.0,-0.005000000000002558,2025-08-20,0.03287671232876712
619.0,620.0,621.0,-0.0049999999999954525,2025-08-20,0.03287671232876712
633.0,634.0,635.0,-0.004999999999999005,2025-08-20,0.03287671232876712
660.0,665.0,670.0,-0.02769999999999665,2025-08-20,0.03287671232876712
665.0,670.0,675.0,-0.0004000000000002046,2025-08-20,0.03287671232876712
675.0,680.0,685.0,-0.0001999999999998181,2025-08-20,0.03287671232876712
695.0,700.0,705.0,-0.00020000000000038655,2025-08-20,0.03287671232876712
705.0,710.0,715.0,-0.001399999999999295,2025-08-20,0.03287671232876712
715.0,720.0,725.0,-0.0004000000000007731,2025-08-20,0.03287671232876712
725.0,730.0,735.0,-0.0001999999999998181,2025-08-20,0.03287671232876712
